meta_feature,logistic_coefficient,mean_input_value,linear_contribution
DT_prob,0.22184115821333703,0.9897084048027445,0.21955805881491505
RF_prob,6.346733007108281,0.9652277491900162,6.126042815161108
SVM_dec,1.0040176414202195,1.3356480673601483,1.3410142223584105
NN_prob,0.6841001090552081,0.97841156520729,0.669331458459184
